Dremio,https://www.crunchbase.com/organization/dremio-corporation,https://www.dremio.com,https://www.linkedin.com/company/dremio,Dremio is a data lake engine that offers tools to help streamline and curate data.
Affinity,https://www.crunchbase.com/organization/affinity-inc,https://affinity.co/,https://www.linkedin.com/company/project-affinity/,Affinity is a relationship intelligence platform built to expand and evolve the traditional CRM.
GoodData,https://www.crunchbase.com/organization/good-data,http://www.gooddata.com,https://www.linkedin.com/company/gooddata,"GoodData is an analytics company that provides access to business reporting, dashboards, and ad hoc analytics to customers."
Superside,https://www.crunchbase.com/organization/konsus,https://www.superside.com/,https://www.linkedin.com/company/superside,Superside is an always-on design company that delivers great design at scale to Enterprise teams.
The Ticket Fairy,https://www.crunchbase.com/organization/the-ticket-fairy,https://www.ticketfairy.com,https://www.linkedin.com/company/2544237,"Full-stack event marketing, ticketing, analytics and advertising platform"
Prism Skylabs,https://www.crunchbase.com/organization/prism-skylabs,http://www.prism.com,https://www.linkedin.com/company/prism-skylabs,Prism is a cloud-based video intelligence platform that transforms video cameras into powerful business tools.
Kloud.io,https://www.crunchbase.com/organization/kloud-io,http://kloud.io,https://www.linkedin.com/company/kloudio,Data integration tool to help a data scientist or business user to analyze multiple data sources
DataFox,https://www.crunchbase.com/organization/datafox,http://www.datafox.com,https://www.linkedin.com/company/3231060,DataFox is a company intelligence platform that helps you find and prioritize your target companies to source more opportunities.
MachEye,https://www.crunchbase.com/organization/macheye,https://www.macheye.com,https://www.linkedin.com/company/macheye/,Natural Search & AI-Powered Interactive Analytics
Bridg,https://www.crunchbase.com/organization/bridg,http://www.bridg.com,https://www.linkedin.com/company/bridg-com/,Bridg is a customer data platform that empowers marketers to better understand and reach customers using SKU-level insights.
Sigma Computing,https://www.crunchbase.com/organization/sigma-computing,http://sigmacomputing.com,https://www.linkedin.com/company/sigmacomputing,Sigma Computing is a business intelligence solution providing live access to cloud data warehouses.
Wizeline,https://www.crunchbase.com/organization/wizeline,https://www.wizeline.com,https://www.linkedin.com/company/wizeline,"Wizeline is a product design and development services company that builds data-driven, cloud-native products and platforms for its clients."
ThoughtSpot,https://www.crunchbase.com/organization/thoughtspot,https://www.thoughtspot.com,https://www.linkedin.com/company/thoughtspot,"ThoughtSpot is a business intelligence platform that helps anyone explore, analyze, and share real-time business analytics data easily."
Confection.io,https://www.crunchbase.com/organization/confection,https://confection.io/?utm_source=Crunchbase,https://www.linkedin.com/company/confection-io/,Privacy-First Data Generator
Formation,https://www.crunchbase.com/organization/formationai,http://formation.ai,https://www.linkedin.com/company/formationai/,Formation distills customer data into uniquely tailored experiences; we orchestrate physical & digital exchanges into one seamless journey.
Kubit,https://www.crunchbase.com/organization/kubit-f9b5,https://www.kubit.ai,https://www.linkedin.com/company/kubit-ai/,Transparent Product Analytics with No-ETL Integration and Self-Service Optimization
MixRank,https://www.crunchbase.com/organization/mixrank,https://mixrank.com,https://www.linkedin.com/company/mixrank,MixRank combines robust Mobile App & Web Intelligence with a LiveScan Contacts Engine to Automate Lead Generation
Viewics,https://www.crunchbase.com/organization/viewics-inc,https://viewics.com,https://www.linkedin.com/company/3042923,Viewics is an analytics platform for healthcare organizations
Duetto,https://www.crunchbase.com/organization/duetto-research,http://duettocloud.com/,https://www.linkedin.com/company/duetto-research,"Duetto is hospitality’s only Revenue Strategy Platform, delivering SaaS applications that help hotels increase conversion and revenue."
VoiceBase,https://www.crunchbase.com/organization/voicebase,http://www.voicebase.com,https://www.linkedin.com/company/voicebase-inc-,Speech Analytics for the Data-Driven Enterprise
Govini,https://www.crunchbase.com/organization/govini,http://govini.com,https://www.linkedin.com/company/govini/,Govini is the leading business intelligence platform
Digits,https://www.crunchbase.com/organization/digits,https://www.digits.com/,https://www.linkedin.com/company/digits-financial/,Digits is building financial technology so powerful.. you’ll think they stole it from the future
Seven Lakes Technologies,https://www.crunchbase.com/organization/seven-lakes-technologies,http://www.sevenlakes.com,https://www.linkedin.com/company/seven-lakes-technologies,Seven Lakes Technologies is an enterprise software company focused on the upstream oil and gas segment
xiQ,https://www.crunchbase.com/organization/xtra-iq-inc,http://www.xiqinc.com,https://www.linkedin.com/company/3808413,"The xiQ platform collects data from the internet, social media and public records and converts it into personalized, real-time intelligence."
Arcadia Data,https://www.crunchbase.com/organization/arcadia-data,http://www.arcadiadata.com/,https://www.linkedin.com/company/arcadia-data-inc-,Arcadia Data develops Unified Visual Analytics and BI Platform designed for big data.
Birdeye,https://www.crunchbase.com/organization/birdeye,https://birdeye.com,https://www.linkedin.com/company/birdeye,Birdeye helps businesses grow through happy customers.
Womply,https://www.crunchbase.com/organization/womply,http://www.womply.com,https://www.linkedin.com/company/womply,"A local commerce platform that provides apps, APIs, marketing, and financial tools for over 500,000 American businesses."
Hypersonix,https://www.crunchbase.com/organization/hypersonix-inc,http://www.hypersonix.ai,https://www.linkedin.com/company/hypersonix-ai,Hypersonix is an AI-backed autonomous analytics platform created to help businesses better analyze consumer commerce data.
Nearby,https://www.crunchbase.com/organization/nearby-febd,https://nearbyhq.com,https://www.linkedin.com/company/local-laboratory-corp,Nearby is a computer software company that helps businesses and companies to connect with nearby customers.
MoBagel,https://www.crunchbase.com/organization/mobagel,https://mobagel.com,https://www.linkedin.com/company/mobagel,MoBagel provides AI-driven decision-making software and services to enterprises.
Noteable,https://www.crunchbase.com/organization/noteable,https://noteable.io/,https://www.linkedin.com/company/noteable-io/,Boost Data Collaboration with Notebooks
Comfy,https://www.crunchbase.com/organization/building-robotics,http://comfyapp.com,https://www.linkedin.com/company/7968992,"Comfy connects people, places, and systems through one intuitive workplace app."
Fin.com,https://www.crunchbase.com/organization/betterwithfin,https://www.fin.com,https://www.linkedin.com/company/betterwithfin,Fin.com is a work insights platform that provides cross-applications and enterprises data insights for CX and operations teams.
Wiser Solutions,https://www.crunchbase.com/organization/wiser-solutions-inc,http://www.wiser.com,https://www.linkedin.com/company/2561313/,Wiser is the leading provider of actionable online and in-store data for better decisions.
Mobile Action,https://www.crunchbase.com/organization/mobile-action,http://www.mobileaction.co,https://www.linkedin.com/company/mobile-action,Leading mobile intelligence company empowering app marketers to thrive in the market.
Dropbox DocSend,https://www.crunchbase.com/organization/docsend,https://docsend.com,https://www.linkedin.com/company/docsend,Dropbox DocSend is a secure document sharing and tracking solution that helps companies share business-critical documents with ease.
Outlier,https://www.crunchbase.com/organization/outlier,http://outlier.ai/,https://www.linkedin.com/company/outlier-ai/,Outlier offers analytic solutions that enable businesses to make better decisions.
Aera Technology,https://www.crunchbase.com/organization/fusionops,http://www.aeratechnology.com/,https://www.linkedin.com/company/aera-technology/,Aera Technology develops cognitive technology solutions that automate self-driving supply chain operations.
Scuba Analytics,https://www.crunchbase.com/organization/scubaanalytics,http://www.scuba.io,https://www.linkedin.com/company/scubaanalytics,Scuba is a continuous intelligence platform designed to create a unified customer experience management across all business silos.
Workboard,https://www.crunchbase.com/organization/workboard,http://www.workboard.com,https://www.linkedin.com/company/workboard-inc-,Workboard provides an enterprise results management platform designed to automate business reviews.
FortressIQ,https://www.crunchbase.com/organization/fortressiq,https://www.fortressiq.com/,https://www.linkedin.com/company/fortressiq/,"FortressIQ defines security, insights, and governance in enterprise business automation and AI."
Toric,https://www.crunchbase.com/organization/toric,https://www.toric.com/,https://www.linkedin.com/company/toriclabs/,"Toric is a data-platform that enables anyone to integrate, transform, model and visualize data, without writing code."
Atlas AI,https://www.crunchbase.com/organization/atlas-ai,https://www.atlasai.co/,https://www.linkedin.com/company/atlas-ai-pbc,Atlas AI is an analytics platform that guides the deployment of investment and other resource allocation decisions in the emerging markets.
Clearbit,https://www.crunchbase.com/organization/clearbit,https://clearbit.com/,https://www.linkedin.com/company/clearbit/,Clearbit develops business intelligence to help companies find more information of customers in order to increase sales and reduce fraud.
Neudesic,https://www.crunchbase.com/organization/neudesic,http://www.neudesic.com,https://www.linkedin.com/company/neudesic,"Neudesic is a Microsoft Gold Certified and Managed Partner with a proven track record of providing reliable, effective solutions based on"
Emburse,https://www.crunchbase.com/organization/emburse,http://www.emburse.com/,https://www.linkedin.com/company/emburse/,Emburse is a provider of expense management and accounts payable automation solutions.
Baremetrics,https://www.crunchbase.com/organization/baremetrics,https://baremetrics.com,https://www.linkedin.com/company/baremetrics,Subscription Analytics and Insights
DataJoy Inc.,https://www.crunchbase.com/organization/datajoy-inc,https://www.datajoy.com,https://www.linkedin.com/company/datajoy-inc/,"Datajoy brings all your data together and surfaces insights to help you build a repeatable, profitable, and predictable revenue machine."
AppsFlyer,https://www.crunchbase.com/organization/appsflyer,http://www.appsflyer.com,https://www.linkedin.com/company/2233984,"The world’s top brands use AppsFlyer to build great products, create exceptional experiences, and preserve customer privacy."
Crunchbase,https://www.crunchbase.com/organization/crunchbase,https://www.crunchbase.com/,https://www.linkedin.com/company/crunchbase/,Crunchbase provides intelligent prospecting software powered by live company data.
Social Standards,https://www.crunchbase.com/organization/social-standards,http://www.socialstandards.com/,https://www.linkedin.com/company/social-standards/,We’re creating the next generation of market research tools to discover in-depth & actionable consumer insights.
Hebbia,https://www.crunchbase.com/organization/hebbia,http://hebbia.ai/,https://linkedin.com/company/hebbia,Hebbia is a cutting-edge ML productivity tool that supercharges knowledge workers.
Riivos (formerly Alight Inc.),https://www.crunchbase.com/organization/alight-inc,http://www.riivos.com,https://www.linkedin.com/company/riivos,Vertical SaaS tailored to industries | Used by enterprises to create value | Pioneer in continuous value chain management
Machinify,https://www.crunchbase.com/organization/machinify,http://www.machinify.com,,SaaS platform that enables non-technical enterprises to build AI-powered products and processes.
Looker,https://www.crunchbase.com/organization/looker,http://looker.com,https://www.linkedin.com/company/looker,"Looker is a an enterprise platform for business intelligence, data applications, and embedded analytics."
Eightfold,https://www.crunchbase.com/organization/eightfold,http://eightfold.ai,https://www.linkedin.com/company/eightfoldai,"Eightfold is a developer of a talent intelligence platform used to help companies find, recruit, and retain workers."
Plato,https://www.crunchbase.com/organization/birdly,http://www.platohq.com,https://www.linkedin.com/company/platohq/,Plato helps engineering leaders develop soft skills and build better teams.
Bedrock Analytics,https://www.crunchbase.com/organization/bedrock-analytics,http://www.bedrockanalytics.com,https://www.linkedin.com/company/bedrock-analytics,Bedrock Analytics SaaS application for the CPG vertical leverages ML to assist sales managers in automating selling pitches for retail.
Metric Insights,https://www.crunchbase.com/organization/metric-insights,http://www.metricinsights.com,https://www.linkedin.com/company/metric-insights-inc/,Metric Insights is an operator of a business intelligence platform used to empower businesses to effectively cut through data clutter.
SquadStack,https://www.crunchbase.com/organization/squadstack,https://www.squadstack.com,https://www.linkedin.com/company/squadstack,"Empowering consumer businesses to improve their sales conversions and funnel efficiency, using Artificial Intelligence & Data Science."
Premise Data,https://www.crunchbase.com/organization/premise,http://www.premise.com,https://www.linkedin.com/company/premise-data-corporation,"Premise is a data and analytics platform powered by a global network of on-the-ground contributors, data science, and machine learning. "
Clarisights,https://www.crunchbase.com/organization/clarisights,https://www.clarisights.com/,https://www.linkedin.com/company/clarisights/,Clarisights is a no-code reporting platform for data-driven marketing teams.
Chartio,https://www.crunchbase.com/organization/chart-io,https://www.chartio.com,https://www.linkedin.com/company/chartio/,Chartio helps businesses analyze and track their critical data through an intutive interface.
Mavenlink,https://www.crunchbase.com/organization/mavenlink,https://www.mavenlink.com/,https://www.linkedin.com/company/mavenlink,Mavenlink is a transformative SaaS platform for the modern professional services organization.
Pixalate,https://www.crunchbase.com/organization/pixalate,http://www.pixalate.com,https://www.linkedin.com/company/2680183,Pixalate is an intelligence platform and real-time fraud protection provider to Advertisers and Fortune 500 companies.
AppDynamics,https://www.crunchbase.com/organization/appdynamics,https://www.appdynamics.com,https://www.linkedin.com/company/appdynamics,AppDynamics develops application performance management (APM) solutions that deliver problem resolution for highly distributed applications.
